line,speaker,line_num,date
"He was also peppered with questions of the latest rumor of the day that is somehow the president is thinking about firing Robert Mueller and getting rid of him and was very clear that Rosenstein himself said I'm the only one that could do that, and I'm not contemplating that nor would I do that and no one has any idea where the latest unnamed sourced story of the day is coming from, but somehow it's grabbing all the attention. I do want to be able to bring up a couple of things to you specifically. One is to define the word recuse, and I come back to your e-mail that you sent to Jim Comey and others that day, on March the 2nd. This was what you had said during -- in your e-mail. “After careful consideration following meetings with career department officials over the course of the past several weeks the attorney general has decided to recuse himself from any existing or future investigations of any matters related in any way to the campaigns for president of the United States. The attorney general's recusal is not only with respect to such investigations, if any, but also extends to the department responses to congressional and media inquiries related to such investigations.” Is that something you have maintained from March 2nd on?",LANKFORD,342,2017-06-13
" Absolutely. Actually I maintained it from the first day I became attorney general. We discussed those matters, and I felt until -- until and if I ever made a decision to not recuse myself I should not, as an abundance of caution, involve myself in studying the investigation or evaluating it so I did not. I also would note that the memorandum from my chief of staff directs these agencies and one of the people directly it was sent to was James B. Comey, director of the FBI.",SESSIONS,343,2017-06-13
"You should instruct members of your staffs to not -- not to brief the attorney general or any other officials in the office of the attorney general about or otherwise involve the attorney general or other officials in the office of the attorney general in any such matters described above, and we took the proper and firm and crystal clear position that the recusal meant recusal.",SESSIONS,344,2017-06-13
" The National Interest was asked specific by this as well who was the host of that event. They stated this in writing. ""As the host, the Center for National Interest decided whom to invite and then issued the invitations. The Trump campaign did not determine or approve the invitation list. Guests of the event included both Republicans and Democrats with some of the lighter supporting other candidates. Most of the guests Washington-based foreign policy experts and journalists, Center for National Interest invited Russian Ambassador Kislyak and several other ambassadors to the speech. We regularly invite ambassadors and other foreign representatives to our events to facilitate dialogue.""",LANKFORD,345,2017-06-13
"Then they said, ""We seated all four in the front row during the speech in deference to the diplomatic status. The Trump campaign had nothing to do with the seating arrangement. The Center for National Interest extended equal treatment of the four ambassadors attending the event and invited each to a short reception prior to the trump speech. It includes approximately two dozen guests in a receiving line. The line moved quickly and any conversations with Mr. Trump in that setting were inherently brief and could not be private. Our recollection is, the interaction with Mr. Trump and Ambassador Kislyak was limited to polite exchange and pleasantries. Appropriate on such occasions, we are not aware of any conversations with Ambassador Kislyak and Senator Jeff Sessions at the reception. However, in a small group setting like this one, we consider it unlikely that anyone would have engaged a meaningful private conversation without drawing attention from others present. Do you have any reason to disagree with that?",LANKFORD,346,2017-06-13
" No, I think that's a very fair description of the reception situation. I appreciate them having made that statement.",SESSIONS,347,2017-06-13
 I yield back.,LANKFORD,348,2017-06-13
 Senator Manchin.,BURR,349,2017-06-13
" Mr. Chairman, thank you. Thank you, Mr. Attorney General, for being here. It’s good to see you again.",MANCHIN,350,2017-06-13
" Thank you, Senator Manchin.",SESSIONS,351,2017-06-13
" I want to follow up on what Senator King had asked concerning. You are and I are about the same vintage and back in our lifetime we've never known the Russians to be -- the Russian government or the Russian military to ever be our friend, and wanting the same things we wanted out of life. With that being said, the seriousness of this Russian hacking is very serious to me and concerning, and you're saying that you had not been briefed on that. October -- I think it was October 9, when it was known that the ODNIi I think at that time Mr. Clapper and also Mr. Jay Johnson, homeland security made that public what was going on, then on December 29 President Obama at that time expelled 35 Russian diplomats, denied access to two Russian-owned compounds. and he broadened the existing sanctions. Sir, I would ask did you have any discussions at all -- have you had any discussions or sat in on any type of meetings or recommendations made to remove those sanctions?",MANCHIN,352,2017-06-13
 I don't recall any such meeting.,SESSIONS,353,2017-06-13
" And during the time not from the president being inaugurated on January 20, prior to that in the campaign, up until and through the transition, was there ever any meetings that he showed any concern or consideration or just inquisitive of what the Russians were really doing and if they had really done it?",MANCHIN,354,2017-06-13
 I don't recall any such conversations. I'm not sure I understood your question. Maybe I better listen again.,SESSIONS,355,2017-06-13
" You were part of the national security team, so if he would have heard something about Russia and with their capabilities and our concern about what they could do to our election process, was there ever any conversations concerning that whatsoever?",MANCHIN,356,2017-06-13
" I don't recall it, Senator Manchin.",SESSIONS,357,2017-06-13
" I know it's been asked of you things, your executive privilege in protecting the president. I understand that, but also when we had Mr. Comey here, you know, he couldn't answer a lot of things in open session. He agreed to go into a closed session. Would you be able to go in a closed session? Would it change your answers to us or your ability to speak more frankly on some things we would want to know.",MANCHIN,358,2017-06-13
" Senator Manchin, I'm not sure. The executive privilege is not waived by going in camera or in closed session. It may be that one of the concerns is that when you have an investigation ongoing as the special counsel does, it's often very problematic to have persons, you know, not cooperating with that counsel in the conduct of the investigation, which way or may not be a factor in going into closed session.",SESSIONS,359,2017-06-13
" It would be very helpful, I think the committee, a lot of questions that they would like and you would like to answer if possible and maybe we can check into that a little further. If I could, sir, did you have any meetings, any other meetings with Russian officials that have not previously been disclosed?",MANCHIN,360,2017-06-13
 I've racked my brain and I do not believe so.,SESSIONS,361,2017-06-13
 Are there any other --,MANCHIN,362,2017-06-13
 I can assure you that none of those meetings discussed manipulating the campaign a the United States in any way. shape or form or any hacking or any such ideas.,SESSIONS,363,2017-06-13
 I'm going to go quick through this. Are there any other meetings between Russian government officials and any other Trump campaign associates that have not been previously disclosed that you know of?,MANCHIN,364,2017-06-13
 I don't recall any.,SESSIONS,365,2017-06-13
" To the best of your knowledge, did any of the following individuals meet with Russian officials at any point during the campaign? You can just go yes or no as I go down through the list: Paul Manafort.",MANCHIN,366,2017-06-13
 Repeat that now.,SESSIONS,367,2017-06-13
" To the best of your knowledge, sir, did any of these following individuals meet with Russian officials at any point during the campaign, and you can just yes or no on this: Paul Manafort.",MANCHIN,368,2017-06-13
 I don't have any information that he has done so. He served as campaign chairman for a few months.,SESSIONS,369,2017-06-13
 Steve Bannon.,MANCHIN,370,2017-06-13
 I have no information that he did.,SESSIONS,371,2017-06-13
 General Michael Flynn.,MANCHIN,372,2017-06-13
 I don't recall it.,SESSIONS,373,2017-06-13
 Reince Priebus?,MANCHIN,374,2017-06-13
 I don't recall.,SESSIONS,375,2017-06-13
 Steve Miller?,MANCHIN,376,2017-06-13
 I don't recall him ever having such a conversation.,SESSIONS,377,2017-06-13
 Corey Lewandowski.,MANCHIN,378,2017-06-13
 I do not recall any of those individuals having any meeting with Russian officials.,SESSIONS,379,2017-06-13
 Carter Page.,MANCHIN,380,2017-06-13
 I don't know.,SESSIONS,381,2017-06-13
" And would I finally ask this question, because I always think -- we try to -- you have an innate knowledge.",MANCHIN,382,2017-06-13
" There -- there may have been some published accounts of Mr. Page talking with Russians, I'm not sure. I don't recall though.",SESSIONS,383,2017-06-13
 As a former senator you bring a unique holistic perspective to this investigation because you've been on both sides.,MANCHIN,384,2017-06-13
 I have indeed. All in all it's better on that side.,SESSIONS,385,2017-06-13
 Okay. If you were sitting on this side of the dious,MANCHIN,386,2017-06-13
 Nobody gets to ask you about your private conversations or your staff.,SESSIONS,387,2017-06-13
" Here you go. Give us a chance to give us some advice. If you were sitting on this side of the dious, what question would you be asking?",MANCHIN,388,2017-06-13
 I would be asking whether or not -- I would be asking questions related to whether or not there was an impact on this election.,SESSIONS,389,2017-06-13
 And what part of the story do you think you're missing?,MANCHIN,390,2017-06-13
" By a foreign power, particularly the Russians, since the intelligence community has suggested and stated that they believe they did, but I do think members of this government have offices to run and departments to manage and they -- and the questions should be focused on that.",SESSIONS,391,2017-06-13
" Is there a part of the story we're missing, I’m so sorry Mr. Chairman, is there a part of the story that we're missing?",MANCHIN,392,2017-06-13
" I don't know, because I'm not involved in the campaign and had no information concerning it. I have no idea at what stage it is. You members of the committee know a lot more than I.",SESSIONS,393,2017-06-13
" Thank you, General Sessions.",MANCHIN,394,2017-06-13
" General sessions, I will assure you we're very much focused on Russia's involvement.",BURR,395,2017-06-13
 Doesn't seem like to.,SESSIONS,396,2017-06-13
" And our hope is that as we complete the process we will lay the facts out for the American people, so they can make their own determinations as well. We’re grateful for what we've done. Senator Cotton.",BURR,397,2017-06-13
" Well, I am on this side of the dious and I could say a very simple question that should be asked. I am on this side of the dious, so a very simple question that should be asked is: “Did Donald Trump or any of his associates in the campaign collude with Russia in hacking those e-mails and releasing them to the public? That's where we started six months ago. We have now heard from six of the eight Democrats on this committee, and to my knowledge. I don't think a single one of them asked that question. They have gone down lots of other rabbit trails but not that question. Maybe that is because Jim Comey said last week as he said to Donald Trump on three times he assured him he was not under investigation. Maybe it's because multiple Democrats on this committee have stated they have seen no evidence thus far after six months of our investigation and ten months or 11 months of an FBI investigation of any such collusion. I would suggest what do we think happened at the Mayflower? Mr. Sessions, are you familiar with what spies call trade craft?",COTTON,398,2017-06-13
 A little bit.,SESSIONS,399,2017-06-13
" That involves things like covert communications and dead drops and brush passes, right?",COTTON,400,2017-06-13
 That is part of of it.,SESSIONS,401,2017-06-13
" Do you like spy fiction: John le Carre, Daniel Silva, Jason Matthews?",COTTON,402,2017-06-13
" Yeah, Alan Furst, David Ignatius’ books.",SESSIONS,403,2017-06-13
 Do you like Jason Bourne or James Bond movies?,COTTON,404,2017-06-13
" No, yes, I do.",SESSIONS,405,2017-06-13
 Have you ever ever in any of these fantastical situations heard of a plot line so ridiculous that a sitting United States senator and an ambassador of a foreign government colluded at an open setting with hundreds of other people to pull off the greatest caper in the history of espionage?,COTTON,406,2017-06-13
" Thank you for saying that, Senator Cotton. It's just like through the looking glass. I mean, what is this? I explained how in good faith I said I had not met with Russians, because they were suggesting I as a surrogate had been meeting continuously with Russians. I said I didn't meet with them and now, the next thing you know I'm accused of some reception plotting some sort of influence campaign for the American election. It's just beyond my capability to understand, and I really appreciate, Mr. Chairman, the opportunity to at least to be able to say publicly I didn't participate in that and know nothing about it.",SESSIONS,407,2017-06-13
" And I gather that's one reason why you wanted to testify today in public. Last week Mr. Comey in characteristic dramatic and theatrical fashion alluded ominously to what you call innuendo, that there was some kind of classified intelligence that suggested you might have colluded with Russia or that you might have otherwise acted improperly. You've addressed those allegations here today. Do you understand why he made that allusion?",COTTON,408,2017-06-13
 Actually I do not. Nobody's provided me any information.,SESSIONS,409,2017-06-13
 Thank you. My time is limited and I have a lot of questions. Mr. Blunt asked you if you had spoken in response to Mr. Comey's statement to you after his private meeting with the president on February 14 or February 15. You said that you did respond to Mr. Comey. Mr. Comey's testimony said that you did not. Do you know why Mr. Comey would have said that you did not respond to him on that conversation with you on February 14 or 15?,COTTON,410,2017-06-13
" I do not. It was a little conversation, not very long, but there was a conversation, and I did respond to him, perhaps not to everything he asked, but he -- I did respond to him. I think in an appropriate way.",SESSIONS,411,2017-06-13
 Do you know why Mr. Comey mistrusted President Trump from their first meeting on January 6? He stated last week that he did. He didn't state anything from that meeting that caused him to have such mistrust.,COTTON,412,2017-06-13
 I'm not able to speculate on that.,SESSIONS,413,2017-06-13
" Let's turn to the potential crimes that we know have happened: leaks of certain information. Here's a short list of what I have. The contents of alleged transcripts of alleged conversations between Mr. Flynn and Mr. Kislyak, the contents of President Trump's phone calls with Australian and Mexican leaders, the content of Mr. Trump's meetings with the Russian foreign minister and the ambassador, the leak of Manchester bombing -- the Manchester bombing suspect’s identity and crime scene photos and last week within 20 minutes of this committee meeting in a classified setting is with Jim Comey, the basis of Mr. Comey's innuendo was. Are these leaks serious threats to our national security, and is the Department of Justice taking them with the appropriate degree of seriousness and investigating and ultimately going to prosecute them to the fullest extent of the law?",COTTON,414,2017-06-13
" Thank you, Senator Cotton. We have had one successful case very recently in Georgia. That person has been denied bail I believe and is being held in custody, but some of these leaks, as you well know, are extraordinarily damaging to the United States security, and we have got to restore a regular order principle. We cannot have persons in our intelligence agencies, our investigative agencies or in Congress leaking sensitive matters on staff, so this is -- I'm afraid will result -- is already resulting in investigations, and I'm -- I fear that some people may find that they wish they hadn't leaked it.",SESSIONS,415,2017-06-13
" Thank you. My time has expired but for the record it was stated earlier that the Republican platform was weakened on the point of arms for Ukraine. That is incorrect. The platform was actually strengthened, and I would note that it was the Democratic president who refused repeated bipartisan requests of this Congress to supply those arms to Ukraine.",COTTON,416,2017-06-13
 Senator Harris.,BURR,417,2017-06-13
" Attorney General Sessions, you have several times this afternoon prefaced your responses by saying to the best of your recollection. Just on the first page of your three pages of written testimony, you wrote nor do I recall, do not have recollection, do not remember it, so my question is for any of your testimony today, did you refresh your memory with any written documents, be them your calendar, written correspondence, e-mails or notes of any sort?",HARRIS,418,2017-06-13
" I attempted to refresh my recollection but so much of this is in a wholesale campaign of extraordinary nature that you're moving so fast that you don't keep notes, you meet people. I didn't keep notes of my conversations with the Russian ambassador at the Republican convention. I didn't keep notes on most of these things.",SESSIONS,419,2017-06-13
" Sir, will you provide the committee with the notes that you did maintain?",HARRIS,420,2017-06-13
 As appropriate I will supply the committee with documents.,SESSIONS,421,2017-06-13
 Can you please tell me what you mean when you say appropriate?,HARRIS,422,2017-06-13
 I would have to consult with lawyers in the department who know the proper procedure before disclosing documents that are held within the Department of Justice. I'm not able to make that opinion today.,SESSIONS,423,2017-06-13
" Sir, I'm sure you prepared for this hearing today and most of the questions that have been presented to you were predictable. So my question to you is did you then review with the lawyers of your department if you as the top lawyer are unaware what the law is regarding what you can share with us and what you cannot share with us, what is privileged and what is not privileged.",HARRIS,424,2017-06-13
 We discussed the basic parameters of testimony. I frankly have not discussed documentary disclosure rules.,SESSIONS,425,2017-06-13
" Will you make a commitment to this committee that you will share any written correspondence, be they your calendars, records, notes, e-mails or anything that has been reduced at any point in time in writing to this committee where legally you actually have an obligation to do so.",HARRIS,426,2017-06-13
 I will commit to reviewing the rules of the department and as and when that issue is raised to respond appropriately.,SESSIONS,427,2017-06-13
 Did you have any communications with Russian officials for any reason during the campaign that have not been disclosed in public or to this committee?,HARRIS,428,2017-06-13
" I don't recall it, but I have to tell you, I cannot testify to what was said as we were standing at the Republican convention before the podium where I spoke.",SESSIONS,429,2017-06-13
 My question --,HARRIS,430,2017-06-13
 I don't have a detailed memory of that--,SESSIONS,431,2017-06-13
 It is a relates to your knowledge.,HARRIS,432,2017-06-13
 To the best of my knowledge.,SESSIONS,433,2017-06-13
 Did you have any communication with any Russian businessman or any Russian nationals?,HARRIS,434,2017-06-13
 I don't believe I had any conversation with Russian businessmen or Russian nationals.,SESSIONS,435,2017-06-13
 Are you aware of any communications --,HARRIS,436,2017-06-13
" A lot of people were at the convention, it's conceivable --",SESSIONS,437,2017-06-13
 Sir. I have just a few,HARRIS,438,2017-06-13
" Well, you let me qualify -- if I don't qualify, it you'll accuse me of lying so I need to be correct as best as I can.",SESSIONS,439,2017-06-13
 I do want you to be honest.,HARRIS,440,2017-06-13
 And I'm not to be able to be rushed this fast. It the makes me nervous.,SESSIONS,441,2017-06-13
 Are you aware of any communications with other Trump campaign officials and associates that they had with Russian officials or any Russian nationals?,HARRIS,442,2017-06-13
 I don't recall that.,SESSIONS,443,2017-06-13
 And are you aware --,HARRIS,444,2017-06-13
 At this moment.,SESSIONS,445,2017-06-13
 Are you aware of any communications with any Trump officials or did you have any communications with any officials about Russia or Russian interests in the United States before January 20?,HARRIS,446,2017-06-13
" No. I may have had some conversations, and I think I did, with the general strategic concept of the possibility of whether or not Russia and the United States could get on a more harmonious relationship and move off the hostility. The soviet union did in fact collapse. It's really a tragic strategic event that we're not able to get along better than we are today.",SESSIONS,447,2017-06-13
" Before being sworn in as Attorney General, how did you typically communicate with then candidate or President-Elect Trump?",HARRIS,448,2017-06-13
 Would you repeat that?,SESSIONS,449,2017-06-13
" Before you were sworn in as Attorney General, how did you typically communicate with then candidate or President-Elect trump?",HARRIS,450,2017-06-13
 I did -- : I did not submit memorandum. I did not make formal presentations.,SESSIONS,451,2017-06-13
 Did you ever communicate with him in writing?,HARRIS,452,2017-06-13
 I don't believe so.,SESSIONS,453,2017-06-13
 And you referred to a long-standing DOJ policy. Can you tell us what policy it is you're talking about.,HARRIS,454,2017-06-13
" Well, I think most cabinet people as the witnesses, you had before you earlier, those individuals declined to comment, because we're all about conversations with the president --",SESSIONS,455,2017-06-13
" Sir, I'm just asking you about the DOJ policy you've referred to.",HARRIS,456,2017-06-13
" A long-standing policy, a policy that goes beyond just the attorney general.",SESSIONS,457,2017-06-13
 Is that policy in writing somewhere?,HARRIS,458,2017-06-13
 I think so.,SESSIONS,459,2017-06-13
 So did you not consult it before you came before this committee knowing we would ask you questions about that?,HARRIS,460,2017-06-13
" Well, we talked about it. The policy is based --",SESSIONS,461,2017-06-13
 Did you ask that it would be shown to you?,HARRIS,462,2017-06-13
 The policy is based on the principle that the president --,SESSIONS,463,2017-06-13
" Sir, I'm not asking about the principle. I'm asking when you would be asked these questions --",HARRIS,464,2017-06-13
" Well, I'm unable to answer the quest--",SESSION,465,2017-06-13
 and you would rely on that policy --,HARRIS,466,2017-06-13
 Chairman --,MCCAIN,467,2017-06-13
 Did you not ask your staff to show you the policy that would be the basis for you refusing to answer the majority --,HARRIS,468,2017-06-13
 The witness should be allowed to answer the question.,MCCAIN,469,2017-06-13
" Senators will allow the chair to control the hearing. Senator Harris, let him answer.",BURR,470,2017-06-13
 Please do.,HARRIS,471,2017-06-13
 Thank you.,BURR,472,2017-06-13
" We talked about it, and we talked about the real principle that's at stake is one that I have some appreciation for as far as having spent 15 years in the department of Justice, 12 as United States attorney, and that principle is that the Constitution provides the head of the Executive Branch certain privileges and that members -- one of them is confidentiality of communications, and it is improper for agents of any of the department -- any departments in the Executive Branch to waive that privilege without a clear approval of the President.",SESSIONS,473,2017-06-13
 Mr. Chairman. I have asked --,HARRIS,474,2017-06-13
 And that's the situation we're in.,SESSIONS,475,2017-06-13
 I asked for a yes or no. Did you ask --,HARRIS,476,2017-06-13
" The answer is yes, I consulted.",SESSIONS,477,2017-06-13
 The senator's time has expired.,BURR,478,2017-06-13
 Apparently not.,HARRIS,479,2017-06-13
 Senator Cornyn.,BURR,480,2017-06-13
" Attorney General Sessions, former director Comey in his letter to FBI employees when he was terminated started this way. He said I've long believed that a president can fire an FBI director for any reason or no reason at all. Do you agree with that?",CORNYN,481,2017-06-13
" Yes, and I think that was a -- good for him to say because I believe we're going to have a new and excellent FBI director, a person who is smart, disciplined, with integrity and proven judgment that would be good for the bureau, and I think that statement probably was a valuable thing for Director Comey to say. I appreciate that he did.",SESSIONS,482,2017-06-13
" Just to reiterate, the timeline of your recusal and the Rosenstein memo and your letter to the president recommending the termination of director Comey, you recused from the Russian investigation hon March the 2nd, correct?",CORNYN,483,2017-06-13
 The formal recusal took place on that date.,SESSION,484,2017-06-13
" The letter that you wrote forwarding the Rosenstein memo to the president as a basis for director Comey's termination was dated May the 9th, a couple of months after you had recused from the Russian investigation, correct?",CORNYN,485,2017-06-13
 I believe that's correct.,SESSIONS,486,2017-06-13
 So isn't it true that the Russian investigation did not factor into the -- into your recommendation to fire director Comey?,CORNYN,487,2017-06-13
 That is correct.,SESSIONS,488,2017-06-13
" The memorandum written by the deputy attorney general, your letter to the president forwarding that recommendation didn't mention Russia at all. Is that your recollection?",CORNYN,489,2017-06-13
 That is correct.,SESSIONS,490,2017-06-13
" So let's review what the basis was of deputy attorney general Rosenstein's recommendation. He wrote in his memo on May the 9th. He said I cannot defend the director's handling of the conclusion of the investigation of secretary Clinton's e-mails, and I do not understand his refusal to accept the nearly universal judgment that he was mistaken, and, of course, he's talking about director Comey. He went on to say the director -- that was director Comey at the time was wrong to usurp the attorney general's authority on July the 5th, 2016. You'll recall that was the date of the press conference he held. He went on to say that the FBI director is never empowered to supplant federal prosecutors and assume command of the Justice department. Finally, he said compounding the error, the director ignored another long-standing principle, that we do not hold press conferences to release derogatory information about the subject of a declined criminal investigation. In fact, there is written policy from the Department of Justice, is there not, entitled Election Year sensitivities. Are you familiar with the prohibition of the Justice Department making announcements or taking other actions that might interfere with the Normal elections?",CORNYN,491,2017-06-13
 I am generally familiar with that. Some of those were the Holder memoranda after my time in the department.,SESSIONS,492,2017-06-13
" Well, let me --",CORNYN,493,2017-06-13
 There's always been rules about it though.,SESSIONS,494,2017-06-13
" Well, let me ruled just an excerpt from a memo from the attorney general. March theth, 2012, entitled election year sensitivities. It says law enforcement officers and prosecutors may never select the timing of investigative steps or criminal charges for the purpose of affecting any election or for the purpose of giving an advantage or disadvantage to any candidate or political party. Such a purpose is inconsistent with the department's mission and with the principles of federal prosecution. Do you agree with that?",CORNYN,495,2017-06-13
" Essentially, yes.",SESSIONS,496,2017-06-13
" So what essentially the deputy attorney general said is that former director Comey violated Department of Justice directives when he held a press conference on July the 5th, 2016. He announced that Secretary Clinton was extremely careless with classified e-mail and went on to release other derogatory information, including his conclusion that she was extremely careless but yet went on to say that no reasonable prosecutor would prosecute her. That is not the role of the FBI director, is it? That is a job for the prosecutors at the Department of Justice. That's what was meant by deputy attorney general Rosenstein when he said that director Comey usurped the role of the Department of Justice prosecutors. Is that right?",CORNYN,497,2017-06-13
" That is correct, and former attorney general Bill Barr wrote an op-ed recently in which he said he had assumed that attorney general lynch had urged Mr. Comey to make this announcement so she wouldn't have to do it, but in fact it appears he did it without her approval totally and that is a pretty stunning thing. It is a stunning thing, and it violates fundamental powers and then when he reaffirmed that the rightness he believe of his decision on May 3rd, I think it was, that was additional confirmation that the director's thinking was not clear.",SESSIONS,498,2017-06-13
 Senator Reed.,BURR,499,2017-06-13
"SEN. JACK  Thank you very much, Mr. Chairman. First, point, attorney general. Senator Heinrich and others have raised the issue of long-standing rules. If there are written rules, would you provide them to the committee, please.",REED,500,2017-06-13
 I will.,SESSIONS,501,2017-06-13
 Thank you very much. Now senator Cornyn has made the point that director Comey's conduct was unprofessional with respect to the Clinton campaign?,REED,502,2017-06-13
" I respect everything that the deputy attorney general put in his memoranda as good and important factors to use in determination whether or not he had conducted himself in a way that justified continuing in office. I think it pretty well speaks for itself, and I believe most of it did deal with that. The discussion about his performance was a bipartisan discussion. It began during the election time. Democrats were very unhappy about the way he conducted himself and in retrospect, in looking at it, I think it was more egregious than I may have even understood at the time.",SESSIONS,503,2017-06-13
" General, if I may, and I don't want to cut you off.",REED,504,2017-06-13
" I'll let you go, sorry.",SESSIONS,505,2017-06-13
" Excuse me, sir, on July 7th when Mr. Comey made his first announcement about the case, you were on Fox News, and you said, first of all, director Comey is a skilled former prosecutor and then you concluded by saying essentially that it's not his problem. It's Hillary Clinton's problem. Then in November, on November 6th, after Mr. Comey again made news in late October by reopening, if you will, the investigation, you said, again, on Fox News, you know, FBI director Comey did the right thing when he found new evidence. He had no choice but to report it to the American Congress where he had under oath testified. The investigation was over. He had to direct that and say this investigation ongoing now. I'm sure it's significant, or else he wouldn't have announced that. So in July and November director Comey was doing exactly the right thing. You had no criticism of him. You felt that in fact he was a skilled professional prosecutor. You felt that his last statement in October was fully justified so how can you go from those statements to agreeing with Mr. Rosenstein and then asking the president or recommending that he be fired?",REED,506,2017-06-13
" I think in retrospect, as all of us began to look at that clearly and talk about it as respectives of the department of justice, once the director first got involved and embroiled in a public discussion of this investigation which would have been better never to have been discussed publicly, and said he -- it was over. Then when he found new evidence that came up, I think he probably was required to tell Congress that it wasn't over, that new evidence had been developed. It probably would have been better and would have been consistent with the rules of the Department of Justice to never have talked about the investigation to begin with. Once you get down that road, that's the kind of thing that you get into that went against classical prosecuting policies that I learned and was taught when I was United States attorney and assistant united States attorney.",SESSIONS,507,2017-06-13
" If I may ask another question. Your whole premise in recommending to the president was the actions in October involving Secretary of State Clinton, the whole Clinton controversy. Did you feel misled when the president announced that his real reason for dismissing Mr. Comey was the Russia investigation?",REED,508,2017-06-13
 I don't have -- I'm not able to characterize that fact. I wouldn't try to comment on that.,SESSIONS,509,2017-06-13
 So you had no inkling that there was anything to do with Russia until the president of the United States basically declared not only on TV but in the oval office to the Russian foreign minister saying the pressure is off now. I got rid of that nutjob. That came to you as a complete surprise?,REED,510,2017-06-13
" Well, all I can say, Senator Reed, that our recommendation was put in writing and I believe it was correct and I believe the president valued it, but how he made his decision was his process.",SESSIONS,511,2017-06-13
 And you had no inkling that he was considering the Russia investigation?,REED,512,2017-06-13
" Well, I'm not going to try to guess what he thought about that.",SESSIONS,513,2017-06-13
" That's fair. There is a possibility -- there is a scenario in which this whole recapitulation of Clinton was a story basically, a cover story that the president tried to put out and he quickly abandoned and his real reason was the Russia investigation which if it had been the case I expect you would have recused yourself from any involvement. Thank you.",REED,514,2017-06-13
 Senator McCain.,BURR,515,2017-06-13
" Over the last few weeks the administration has characterized your previously undisclosed meetings with Russia ambassador Kislyac as meetings you took in your official capacity as a U.S. Senator and a member of the Senate Armed Services Committee. As chairman of the that committee, let me ask you a few questions about that. At these meetings did you raise concerns about Russia invasion of Ukraine or annexation of Crimea?",MCCAIN,516,2017-06-13
" I did, Senator McCain, and I would like to follow up a little bit on that. That's one of the meetings -- that's one of the issues that I recall explicitly. The day before my meeting with the Russian ambassador, I’d met with the Ukrainian ambassador, and I heard his concerns about Russia, and so I raised those with Mr. Kislyak, and he gave, as you can imagine, not one inch. Everything they did, the Russians had done, according to him was correct, and I remember pushing back on it, and it was a bit testy on that subject.",SESSIONS,517,2017-06-13
" Knowing you on the committee, I can't imagine that. Did you raise concerns about Russia's support for President Bashar Al Assad and his campaign of indiscriminate violence against his own citizens including his use of chemical weapons?",MCCAIN,518,2017-06-13
 I don't recall whether that was discussed or not.,SESSIONS,519,2017-06-13
 Did you raise concerns about Russia's interference in our electoral process or interferences of the electoral processes cause of our allies?.,MCCAIN,520,2017-06-13
 I don't recall that being discussed.,SESSIONS,521,2017-06-13
" At those meetings, if you spoke with Ambassador Kislyak in your capacity as a member of the Armed Services Committee you presumably talked to him about Russia-related security issues that you have demonstrated as important to you as a member of the committee?",MCCAIN,522,2017-06-13
 Did I discuss security issues --,SESSIONS,523,2017-06-13
 I don't recall you as being particularly vocal on such issues.,MCCAIN,524,2017-06-13
" Repeat that, Senator McCain, I'm sorry.",SESSIONS,525,2017-06-13
" The whole Russia-related security issues that you demonstrated is important to you as a member of the committee, did you raise those with him?",MCCAIN,526,2017-06-13
" You mean such issues as nuclear issues, or?",SESSIONS,527,2017-06-13
" Yeah. In other words, Russia-related security issues, in your capacity as the chairman of the Strategic Forces Subcommittee, what Russia-related security issues did you hold hearings on or otherwise demonstrate a keen interest in?",MCCAIN,528,2017-06-13
" We may have discussed that. I just don't have a real recall of the meeting. I may, I was not making a report about it to anyone. I just was basically willing to meet and see what he discussed.",SESSIONS,529,2017-06-13
 And his response was?,MCCAIN,530,2017-06-13
 I don't recall.,SESSIONS,531,2017-06-13
" During that 2016 campaign season, did you have any contacts with any representative, including any American lobbyist or agent of any Russian company within or outside your capacity as a member of congress or a member of the armed services committee?",MCCAIN,532,2017-06-13
 I don't believe so.,SESSIONS,533,2017-06-13
" Politico recently reported in the middle of the 2016 election the FBI found that Russian diplomats whose travel to the state department was supposed to track had gone missing. Some turned up wandering around the desert or driving around Kansas and reportedly intelligence services reported after a year of inattention, these movements indicate, one, that Moscow's espionage ground game has grown stronger and more brazen and that quietly, the Kremlin has been trying to map the United States telecommunications infrastructure. What do you know about this development and how the justice department and other relevant U.S. Government agencies are responding to it?",MCCAIN,534,2017-06-13
" We need to do more, Senator McCain. I am worried about it. We also see that from other nations with these kind of technological skills like China and some of the other nations that are penetrating our business interests, our national security interests. As a member of the Armed Services Committee, I did support and advocate -- and I think you supported -- legislation that would -- and it's ongoing now, that requires the defense department to identify weaknesses in our system and how we can fix them, but I would say to you, Senator McCain, that in my short tenure here in the Department of Justice I've been more concerned about computer hacking and those issues than I was in the Senate. It's an important issue, you're correct.",SESSIONS,535,2017-06-13
" ""The Washington Post"" reported yesterday Russia's developed a cyber weapon that disrupt the United States power grids and telecommunications infrastructure. This weapon is similar to what Russia or Russia-allied hackers used to disrupt Ukraine's electrical grid in 2015. Can you discuss a little bit in open session how serious that is?",MCCAIN,536,2017-06-13
" I don't believe I can discuss the technological issues, just to say that it is very disturbing that the Russians continue to push hostile actions in their foreign policy, and it is a -- not good for the United States or the world or Russia in my opinion.",SESSIONS,537,2017-06-13
